вид;T, °C;Ni, ат. %;Cr, ат. %;Mo, ат. %;фазовый набор;D_NIMO есть;D_NIMO, мольн. %;Mo в D_NIMO, ат. %;Cr в D_NIMO, ат. %;до устойчивости D_NIMO, Дж/моль;до устойчивости P_PHASE, Дж/моль;в экспериментальном поле P (1100 °C)
сечение;1100,0;57,5;5,0;37,5;BCC_B2 + D_NIMO + FCC_A1;да;0,8631417071575578;51,58154671957129;0,0;3,162131179124117e-08;5956,424163523974;нет
сечение;1100,0;60,0;0,0;40,0;D_NIMO + FCC_A1;да;65,15321623091398;48,4761658034545;0,0;3,085509524680674e-05;47419,26304500904;нет
сечение;1100,0;57,5;2,5;40,0;BCC_B2 + D_NIMO + FCC_A1;да;56,797121825495964;51,58154671957038;0,0;3,1504896469414234e-08;5956,424163523217;нет
сечение;1100,0;57,5;0,0;42,5;D_NIMO + FCC_A1;да;75,43085714257342;48,47624074882333;0,0;3,2490643206983805e-05;45994,27494439078;нет
сечение;1100,0;55,0;2,5;42,5;BCC_B2 + D_NIMO + FCC_A1;да;53,29245963698474;51,58154671957254;0,0;3,15194483846426e-08;5956,424163521078;нет
сечение;1100,0;55,0;0,0;45,0;D_NIMO + FCC_A1;да;85,70805495043471;48,47642347105639;0,0;3,665521217044443e-05;43785,04409951974;нет
сечение;1100,0;52,5;2,5;45,0;BCC_B2 + D_NIMO + FCC_A1;да;49,787797274514624;51,58154671957047;0,0;3,1592207960784435e-08;5956,4241635239305;нет
сечение;1100,0;52,5;0,0;47,5;D_NIMO + FCC_A1;да;95,98141308551223;48,477540152111956;0,0;6,756512448191643e-05;38611,24955689255;нет
сечение;1100,0;50,0;2,5;47,5;BCC_B2 + D_NIMO + FCC_A1;да;46,28313468374408;51,581546719572025;0,0;3,153400029987097e-08;5956,424163521311;нет
сечение;1100,0;50,0;0,0;50,0;D_NIMO + FCC_A1;да;99,99616634622035;50,000987367361724;0,0;5,6080956710502505e-05;9752,060873536859;нет
сечение;1100,0;47,5;2,5;50,0;BCC_B2 + D_NIMO + FCC_A1;да;42,778471931183006;51,581546719574156;0,0;3,15631041303277e-08;5956,424163521529;нет
сечение;1100,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;да;98,57984268313791;51,827114593000886;0,0;0,00014716663281433284;27725,789305581668;нет
сечение;1100,0;45,0;2,5;52,5;BCC_B2 + D_NIMO + FCC_A1;да;39,27381009915952;51,5815467195692;0,0;3,16504156216979e-08;5956,424163524105;нет
сечение;1100,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;да;93,30607863124723;51,82801332950974;0,0;9,372112981509417e-05;34047,2899922732;нет
сечение;1100,0;42,5;2,5;55,0;BCC_B2 + D_NIMO + FCC_A1;да;35,769147965794176;51,58154671956757;0,0;3,1548552215099335e-08;5956,4241635239305;нет
сечение;1100,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;да;88,03064310187786;51,828119993241316;0,0;8,817466732580215e-05;36416,945036409306;нет
сечение;1100,0;40,0;2,5;57,5;BCC_B2 + D_NIMO + FCC_A1;да;32,26448483924883;51,58154671957349;0,0;3,157765604555607e-08;5956,424163524454;нет
сечение;1100,0;40,0;0,0;60,0;BCC_B2 + D_NIMO;да;82,75506982823566;51,828161396562024;0,0;8,606734627392143e-05;37905,93009418338;нет
сечение;1100,0;37,5;2,5;60,0;BCC_B2 + D_NIMO + FCC_A1;да;28,75982337693066;51,58154671957046;0,0;3,1592207960784435e-08;5956,424163522475;нет
сечение;1100,0;37,5;0,0;62,5;BCC_B2 + D_NIMO;да;77,47945560324835;51,82818340177139;0,0;8,495766087435186e-05;38994,260525074045;нет
сечение;1100,0;35,0;2,5;62,5;BCC_B2 + D_NIMO + FCC_A1;да;25,255159516414615;51,58154671957232;0,0;3,15194483846426e-08;5956,42416352038;нет
сечение;1100,0;35,0;0,0;65,0;BCC_B2 + D_NIMO;да;72,20382371480007;51,828197053941196;0,0;8,427286229562014e-05;39852,458292293275;нет
сечение;1100,0;32,5;2,5;65,0;BCC_B2 + D_NIMO + FCC_A1;да;21,750497253259162;51,58154671957062;0,0;3,1548552215099335e-08;5956,42416352329;нет
сечение;1100,0;32,5;0,0;67,5;BCC_B2 + D_NIMO;да;66,92818259186699;51,82820635042763;0,0;8,38081759866327e-05;40561,06632764806;нет
сечение;1100,0;30,0;2,5;67,5;BCC_B2 + D_NIMO + FCC_A1;да;18,245835410464167;51,581546719569396;0,0;3,16067598760128e-08;5956,424163522985;нет
сечение;1100,0;30,0;0,0;70,0;BCC_B2 + D_NIMO;да;61,652536037416425;51,8282130890093;0,0;8,347202674485743e-05;41164,56601143925;нет
сечение;1100,0;27,5;2,5;70,0;BCC_B2 + D_NIMO + FCC_A1;да;14,741173101069613;51,58154671957003;0,0;3,149034455418587e-08;5956,424163522068;нет
сечение;1100,0;27,5;0,0;72,5;BCC_B2 + D_NIMO;да;56,376886012659966;51,82821819768849;0,0;8,321765926666558e-05;41690,15111121509;нет
сечение;1100,0;25,0;2,5;72,5;BCC_B2 + D_NIMO + FCC_A1;да;11,23651074842162;51,58154671957105;0,0;3,153400029987097e-08;5956,424163522606;нет
сечение;1100,0;25,0;0,0;75,0;BCC_B2 + D_NIMO;да;51,10123357987848;51,82822220400202;0,0;8,301851630676538e-05;42155,65778113599;нет
сечение;1100,0;22,5;2,5;75,0;BCC_B2 + D_NIMO + FCC_A1;да;7,731848659680009;51,581546719568486;0,0;3,1635863706469536e-08;5956,424163523945;нет
сечение;1100,0;22,5;0,0;77,5;BCC_B2 + D_NIMO;да;45,825579474268906;51,828225430022854;0,0;8,285828516818583e-05;42573,415503531956;нет
сечение;1100,0;20,0;2,5;77,5;BCC_B2 + D_NIMO + FCC_A1;да;4,227186302748856;51,581546719570866;0,0;3,153400029987097e-08;5956,424163522985;нет
сечение;1100,0;20,0;0,0;80,0;BCC_B2 + D_NIMO;да;40,549924123901995;51,82822808347448;0,0;8,272670675069094e-05;42952,35281240533;нет
сечение;1100,0;17,5;2,5;80,0;BCC_B2 + D_NIMO + FCC_A1;да;0,7225235194377821;51,58154671957094;0,0;3,15631041303277e-08;5956,42416352297;нет
сечение;1100,0;17,5;0,0;82,5;BCC_B2 + D_NIMO;да;35,27426776241058;51,828230304574895;0,0;8,261651964858174e-05;43299,02090572989;нет
сечение;1250,0;72,5;0,0;27,5;D_NIMO + FCC_A1;да;5,338278369536259;48,37133655409645;0,0;5,0485454266890883e-05;57065,32012894162;нет
сечение;1250,0;70,0;2,5;27,5;D_NIMO + FCC_A1;да;3,165748489568558;51,03122319821909;0,0;2,5845307391136885e-05;10932,628948636848;нет
сечение;1250,0;70,0;0,0;30,0;D_NIMO + FCC_A1;да;16,676977012159806;48,371358778712576;0,0;5,091674393042922e-05;56488,268907071615;нет
сечение;1250,0;67,5;2,5;30,0;D_NIMO + FCC_A1;да;13,138991533426164;51,23982310903328;0,0;1,8332008039578795e-05;10394,969939475894;нет
сечение;1250,0;67,5;0,0;32,5;D_NIMO + FCC_A1;да;28,0156438980318;48,37138800486461;0,0;5,148733907844871e-05;55826,65993065186;нет
сечение;1250,0;65,0;2,5;32,5;D_NIMO + FCC_A1;да;22,906836594652795;51,481013440632275;0,0;0,00013493993901647627;9799,800273307032;нет
сечение;1250,0;65,0;0,0;35,0;D_NIMO + FCC_A1;да;39,354261218230334;48,371428158407475;0,0;5,227560177445412e-05;55051,43151417264;нет
сечение;1250,0;62,5;2,5;35,0;D_NIMO + FCC_A1;да;32,4237911578191;51,76219436864581;0,0;7,626149454154074e-06;9135,809350272088;нет
сечение;1250,0;62,5;0,0;37,5;D_NIMO + FCC_A1;да;50,69279479201823;48,371486778577946;0,0;5,343784869182855e-05;54115,27576066746;нет
сечение;1250,0;60,0;2,5;37,5;BCC_B2 + D_NIMO + FCC_A1;да;41,15620157974815;52,07901803420113;0,0;4,257656109984964e-05;8419,355268506726;нет
сечение;1250,0;60,0;0,0;40,0;D_NIMO + FCC_A1;да;62,03116958169114;48,3715804054655;0,0;5,5320269893854856e-05;52933,40108341415;нет
сечение;1250,0;57,5;2,5;40,0;D_NIMO + FCC_A1 + MU_PHASE;да;12,519255862331494;52,238938965559015;0,0;9,261348168365657e-06;8068,500427451887;нет
сечение;1250,0;57,5;0,0;42,5;D_NIMO + FCC_A1;да;73,3691828281412;48,37175374446252;0,0;5,8891644584946334e-05;51329,11528170397;нет
сечение;1250,0;55,0;2,5;42,5;BCC_B2 + D_NIMO + FCC_A1;да;34,48705387143714;52,079018034198164;0,0;4,257657565176487e-05;8419,35526850626;нет
сечение;1250,0;55,0;0,0;45,0;D_NIMO + FCC_A1;да;84,70603082479954;48,37218399266813;0,0;6,355532968882471e-05;48820,609226000495;нет
сечение;1250,0;52,5;2,5;45,0;BCC_B2 + D_NIMO + FCC_A1;да;31,152480027029405;52,07901803419688;0,0;4,257650289218873e-05;8419,355268508065;нет
сечение;1250,0;52,5;0,0;47,5;D_NIMO + FCC_A1;да;96,03175312639435;48,37506720085329;0,0;1,63380173034966e-05;42718,1984107857;нет
сечение;1250,0;50,0;2,5;47,5;BCC_B2 + D_NIMO + FCC_A1;да;27,817905693855927;52,07901803420347;0,0;4,257645923644304e-05;8419,355268505402;нет
сечение;1250,0;50,0;0,0;50,0;D_NIMO + FCC_A1;да;99,99257435542371;50,00174368291799;0,0;5,214323755353689e-05;14076,188510862048;нет
сечение;1250,0;47,5;2,5;50,0;BCC_B2 + D_NIMO + FCC_A1;да;24,483335248283904;52,07901803420134;0,0;4,2576430132612586e-05;8419,355268507992;нет
сечение;1250,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;да;99,65337518488016;52,33960300363344;0,0;3,2375683076679707e-06;25476,014696991362;нет
сечение;1250,0;45,0;2,5;52,5;BCC_B2 + D_NIMO + FCC_A1;да;21,14875989084274;52,07901803419978;0,0;4,2576444684527814e-05;8419,355268506843;нет
сечение;1250,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;да;94,26565634616848;52,345069045462;0,0;1,3890472473576665e-05;38165,47743255261;нет
сечение;1250,0;42,5;2,5;55,0;BCC_B2 + D_NIMO + FCC_A1;да;17,814186330194154;52,07901803419966;0,0;4,25765902036801e-05;8419,355268507148;нет
сечение;1250,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;да;88,86649989866643;52,34523944611762;0,0;1,7397120245732367e-05;41166,398944451095;нет
сечение;1250,0;40,0;2,5;57,5;BCC_B2 + D_NIMO + FCC_A1;да;14,479612397263239;52,07901803420177;0,0;4,257657565176487e-05;8419,355268507628;нет
сечение;1250,0;40,0;0,0;60,0;BCC_B2 + D_NIMO;да;83,46710298049769;52,3452985479399;0,0;1,8705555703490973e-05;42954,74697385784;нет
сечение;1250,0;37,5;2,5;60,0;BCC_B2 + D_NIMO + FCC_A1;да;11,145041765179805;52,0790180342029;0,0;4,2576444684527814e-05;8419,355268507556;нет
сечение;1250,0;37,5;0,0;62,5;BCC_B2 + D_NIMO;да;78,06764330043976;52,34532854950304;0,0;1,9387734937481582e-05;44232,98076465426;нет
сечение;1250,0;35,0;2,5;62,5;BCC_B2 + D_NIMO + FCC_A1;да;7,810468624213236;52,079018034201475;0,0;4,257650289218873e-05;8419,355268506188;нет
сечение;1250,0;35,0;0,0;65,0;BCC_B2 + D_NIMO;да;72,66815795120306;52,3453466971298;0,0;1,980643719434738e-05;45228,4327558458;нет
сечение;1250,0;32,5;2,5;65,0;BCC_B2 + D_NIMO + FCC_A1;да;4,475893246744427;52,079018034198064;0,0;4,257645923644304e-05;8419,35526850693;нет
сечение;1250,0;32,5;0,0;67,5;BCC_B2 + D_NIMO;да;67,26865962058028;52,34535885734006;0,0;2,0089428289793432e-05;46043,83476042366;нет
сечение;1250,0;30,0;2,5;67,5;BCC_B2 + D_NIMO + FCC_A1;да;1,1413208954088725;52,0790180342011;0,0;4,257656109984964e-05;8419,355268506202;нет
сечение;1250,0;30,0;0,0;70,0;BCC_B2 + D_NIMO;да;61,86915381807591;52,345367573543754;0,0;2,0293548004701734e-05;46734,44318552915;нет
сечение;1250,0;27,5;0,0;72,5;BCC_B2 + D_NIMO;да;56,469643317711785;52,345374127419596;0,0;2,0447609131224453e-05;47333,44500065563;нет
сечение;1250,0;25,0;0,0;75,0;BCC_B2 + D_NIMO;да;51,070129629160846;52,3453792348778;0,0;2,0568346371874213e-05;47862,2981956194;нет
сечение;1250,0;22,5;0,0;77,5;BCC_B2 + D_NIMO;да;45,6706137146362;52,345383326935035;0,0;2,066513116005808e-05;48335,73919158915;нет
сечение;1250,0;20,0;0,0;80,0;BCC_B2 + D_NIMO;да;40,27109613704674;52,34538667940569;0,0;2,0744555513374507e-05;48764,300231931295;нет
сечение;1250,0;17,5;0,0;82,5;BCC_B2 + D_NIMO;да;34,87157730018095;52,34538947589268;0,0;2,081110142171383e-05;49155,74431186463;нет
